Timestamp,n-payments
2020-12-06 23:00:00,621689
2020-12-07 23:00:00,675197
2020-12-08 23:00:00,691040
2020-12-09 23:00:00,658180
2020-12-10 23:00:00,670162
2020-12-11 23:00:00,603396
2020-12-12 23:00:00,563229
2020-12-13 23:00:00,636744
2020-12-14 23:00:00,668549
2020-12-15 23:00:00,700944
2020-12-16 23:00:00,697538
2020-12-17 23:00:00,793177
2020-12-18 23:00:00,704100
2020-12-19 23:00:00,588455
2020-12-20 23:00:00,591676
2020-12-21 23:00:00,693251
2020-12-22 23:00:00,741140
2020-12-23 23:00:00,609522
2020-12-24 23:00:00,614390
2020-12-25 23:00:00,584918
2020-12-26 23:00:00,643292
2020-12-27 23:00:00,670402
2020-12-28 23:00:00,724108
2020-12-29 23:00:00,762791
2020-12-30 23:00:00,776950
2020-12-31 23:00:00,584936
2021-01-01 23:00:00,666559
2021-01-02 23:00:00,749359
2021-01-03 23:00:00,799644
2021-01-04 23:00:00,791183
2021-01-05 23:00:00,858396
2021-01-06 23:00:00,869067
2021-01-07 23:00:00,822219
2021-01-08 23:00:00,704870
2021-01-09 23:00:00,714509
2021-01-10 23:00:00,755234
2021-01-11 23:00:00,735631
2021-01-12 23:00:00,718023
2021-01-13 23:00:00,743956
2021-01-14 23:00:00,765710
2021-01-15 23:00:00,705800
2021-01-16 23:00:00,596354
2021-01-17 23:00:00,665314
2021-01-18 23:00:00,707347
2021-01-19 23:00:00,707990
2021-01-20 23:00:00,699190
2021-01-21 23:00:00,748366
2021-01-22 23:00:00,665092
2021-01-23 23:00:00,573031
2021-01-24 23:00:00,680419
2021-01-25 23:00:00,718140
2021-01-26 23:00:00,743244
2021-01-27 23:00:00,731555
2021-01-28 23:00:00,858263
2021-01-29 23:00:00,721016
2021-01-30 23:00:00,669587
2021-01-31 23:00:00,690789
2021-02-01 23:00:00,819369
2021-02-02 23:00:00,785825
2021-02-03 23:00:00,858713
2021-02-04 23:00:00,818677
2021-02-05 23:00:00,752711
2021-02-06 23:00:00,681805
2021-02-07 23:00:00,773519
2021-02-08 23:00:00,849692
2021-02-09 23:00:00,819708
2021-02-10 23:00:00,759719
2021-02-11 23:00:00,819743
2021-02-12 23:00:00,754373
2021-02-13 23:00:00,657115
2021-02-14 23:00:00,728745
2021-02-15 23:00:00,707087
2021-02-16 23:00:00,788826
2021-02-17 23:00:00,781784
2021-02-18 23:00:00,851065
2021-02-19 23:00:00,794063
2021-02-20 23:00:00,649509
2021-02-21 23:00:00,735812
2021-02-22 23:00:00,776540
2021-02-23 23:00:00,843085
2021-02-24 23:00:00,803204
2021-02-25 23:00:00,799790
2021-02-26 23:00:00,748478
2021-02-27 23:00:00,600172
2021-02-28 23:00:00,716765
2021-03-01 23:00:00,769437
2021-03-02 23:00:00,801709
2021-03-03 23:00:00,727861
2021-03-04 23:00:00,794041
2021-03-05 23:00:00,671411
2021-03-06 23:00:00,625560
2021-03-07 23:00:00,690269
2021-03-08 23:00:00,761959
2021-03-09 23:00:00,791925
2021-03-10 23:00:00,741942
2021-03-11 23:00:00,802884
2021-03-12 23:00:00,723585
2021-03-13 23:00:00,706123
2021-03-15 00:00:00,765944
2021-03-16 00:00:00,804866
2021-03-17 00:00:00,794582
2021-03-18 00:00:00,870593
2021-03-19 00:00:00,827960
2021-03-20 00:00:00,727861
2021-03-21 00:00:00,596359
2021-03-22 00:00:00,759878
2021-03-23 00:00:00,785703
2021-03-24 00:00:00,757697
2021-03-25 00:00:00,829362
2021-03-26 00:00:00,771701
2021-03-27 00:00:00,706887
2021-03-28 00:00:00,613871
2021-03-29 00:00:00,741103
2021-03-30 00:00:00,803429
2021-03-31 00:00:00,873695
2021-04-01 00:00:00,788517
2021-04-02 00:00:00,779421
2021-04-03 00:00:00,687625
2021-04-04 00:00:00,601168
2021-04-05 00:00:00,736986
2021-04-06 00:00:00,828894
2021-04-07 00:00:00,849098
2021-04-08 00:00:00,744571
2021-04-09 00:00:00,841779
2021-04-10 00:00:00,753650
2021-04-11 00:00:00,636227
2021-04-12 00:00:00,742415
2021-04-13 00:00:00,813278
2021-04-14 00:00:00,832239
2021-04-15 00:00:00,930451
2021-04-16 00:00:00,745329
2021-04-17 00:00:00,604768
2021-04-18 00:00:00,736460
2021-04-19 00:00:00,677057
2021-04-20 00:00:00,826644
2021-04-21 00:00:00,717291
2021-04-22 00:00:00,736113
2021-04-23 00:00:00,775925
2021-04-24 00:00:00,696110
2021-04-25 00:00:00,575591
2021-04-26 00:00:00,656626
2021-04-27 00:00:00,713223
2021-04-28 00:00:00,700722
2021-04-29 00:00:00,667650
2021-04-30 00:00:00,709508
2021-05-01 00:00:00,656796
2021-05-02 00:00:00,558571
2021-05-03 00:00:00,710955
2021-05-04 00:00:00,750462
2021-05-05 00:00:00,785267
2021-05-06 00:00:00,832090
2021-05-07 00:00:00,796458
2021-05-08 00:00:00,735810
2021-05-09 00:00:00,673296
2021-05-10 00:00:00,800507
2021-05-11 00:00:00,835747
2021-05-12 00:00:00,834007
2021-05-13 00:00:00,795381
2021-05-14 00:00:00,732859
2021-05-15 00:00:00,637645
2021-05-16 00:00:00,592428
2021-05-17 00:00:00,666536
2021-05-18 00:00:00,596480
2021-05-19 00:00:00,727392
2021-05-20 00:00:00,687064
2021-05-21 00:00:00,695839
2021-05-22 00:00:00,591282
2021-05-23 00:00:00,552236
2021-05-24 00:00:00,623780
2021-05-25 00:00:00,627511
2021-05-26 00:00:00,622653
2021-05-27 00:00:00,588505
2021-05-28 00:00:00,606191
2021-05-29 00:00:00,525827
2021-05-30 00:00:00,466212
2021-05-31 00:00:00,582038
2021-06-01 00:00:00,589027
2021-06-02 00:00:00,641430
2021-06-03 00:00:00,671920
2021-06-04 00:00:00,622738
2021-06-05 00:00:00,536818
2021-06-06 00:00:00,461135
2021-06-07 00:00:00,587683
2021-06-08 00:00:00,645410
2021-06-09 00:00:00,578745
2021-06-10 00:00:00,658688
2021-06-11 00:00:00,600663
2021-06-12 00:00:00,564467
2021-06-13 00:00:00,466988
2021-06-14 00:00:00,592998
2021-06-15 00:00:00,660435
2021-06-16 00:00:00,627072
2021-06-17 00:00:00,589302
2021-06-18 00:00:00,556410
2021-06-19 00:00:00,481853
2021-06-20 00:00:00,431130
2021-06-21 00:00:00,530377
2021-06-22 00:00:00,542185
2021-06-23 00:00:00,573549
2021-06-24 00:00:00,567968
2021-06-25 00:00:00,545128
2021-06-26 00:00:00,481306
2021-06-27 00:00:00,368291
2021-06-28 00:00:00,551823
2021-06-29 00:00:00,554139
2021-06-30 00:00:00,545521
2021-07-01 00:00:00,591023
2021-07-02 00:00:00,527044
2021-07-03 00:00:00,558171
2021-07-04 00:00:00,450834
2021-07-05 00:00:00,526211
2021-07-06 00:00:00,557572
2021-07-07 00:00:00,549344
2021-07-08 00:00:00,565292
2021-07-09 00:00:00,557150
2021-07-10 00:00:00,480127
2021-07-11 00:00:00,421731
2021-07-12 00:00:00,535906
2021-07-13 00:00:00,526067
2021-07-14 00:00:00,548068
2021-07-15 00:00:00,553319
